timestamp,test-class,test-method,time,description,result
2021-12-13 12:06:25.451,acme.testing.SignUpTest,positiveSignUp,6365,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-12-13 12:06:32.099,acme.testing.SignUpTest,positiveSignUp,6356,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-12-13 12:06:38.678,acme.testing.SignUpTest,positiveSignUp,6295,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-12-13 12:06:45.19,acme.testing.SignUpTest,positiveSignUp,6236,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-12-13 12:06:51.761,acme.testing.SignUpTest,positiveSignUp,6289,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-12-13 12:06:58.249,acme.testing.SignUpTest,positiveSignUp,6187,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-12-13 12:07:04.87,acme.testing.SignUpTest,positiveSignUp,6336,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-12-13 12:07:11.436,acme.testing.SignUpTest,positiveSignUp,6282,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-12-13 12:07:18.008,acme.testing.SignUpTest,positiveSignUp,6180,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-12-13 12:07:24.465,acme.testing.SignUpTest,positiveSignUp,6188,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-12-13 12:07:31.022,acme.testing.SignUpTest,positiveSignUp,6237,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-12-13 12:07:37.55,acme.testing.SignUpTest,positiveSignUp,6263,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
