timestamp,test-class,test-method,time,description,result
2021-12-13 12:31:03.102,acme.testing.authenticated.becomeOfficer.AuthenticatedBecomeOfficerTest,becomeManager,8991,"becomeManager()",OK
2021-12-13 12:31:21.918,acme.testing.administrator.duty.AdministratorDutyTest,list,8341,"[1] recordIndex=0, title=Duty 4, initialMoment=2021/03/20 12:30, endMoment=2021/04/30 12:30, workload=25.30, executionPeriod=984.00, description=aaaaaaaaaaaa, link=null, visibility=Public",OK
2021-12-13 12:31:35.664,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3254,"[1] recordIndex=0, title=Holaaaaa, iniMoment=2021/11/30 12:30, endMoment=2021/12/25 12:00, workload=20.30, exePeriod=599.50, description=Descripcion aaaaaaaaa, link=null, visibility=Public",OK
2021-12-13 12:31:39.108,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3133,"[2] recordIndex=1, title=Duty 3, iniMoment=2021/11/30 12:30, endMoment=2021/12/30 12:30, workload=23.00, exePeriod=960.00, description=Esta es la tercera Duty, link=null, visibility=Public",OK
2021-12-13 12:31:42.482,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3089,"[3] recordIndex=2, title=Duty 5, iniMoment=2021/11/30 12:30, endMoment=2021/12/30 12:30, workload=25.30, exePeriod=960.00, description=aaaaaaaaaaaa, link=null, visibility=Public",OK
2021-12-13 12:31:45.841,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3064,"[4] recordIndex=3, title=Duty 6, iniMoment=2021/11/12 10:30, endMoment=2022/01/21 10:30, workload=25.30, exePeriod=504.00, description=Creando mi 6 deber :), link=null, visibility=Public",OK
2021-12-13 12:31:49.255,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3087,"[5] recordIndex=4, title=Duty 9, iniMoment=2021/11/10 15:30, endMoment=2022/01/07 15:30, workload=25.30, exePeriod=2,136.00, description=Popular base de datos, link=null, visibility=Public",OK
2021-12-13 12:31:52.795,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3199,"[6] recordIndex=5, title=Duty 8, iniMoment=2021/11/10 13:30, endMoment=2021/12/25 13:30, workload=25.30, exePeriod=1,080.00, description=Duty 8 realizada, link=null, visibility=Public",OK
2021-12-13 12:31:56.271,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3189,"[7] recordIndex=6, title=Duty 7, iniMoment=2021/07/20 17:30, endMoment=2022/01/15 17:30, workload=25.30, exePeriod=624.00, description=Realización de la duty 7, link=null, visibility=Public",OK
2021-12-13 12:31:59.76,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3150,"[8] recordIndex=7, title=Duty 11, iniMoment=2021/07/10 15:30, endMoment=2022/01/07 15:30, workload=25.30, exePeriod=2,136.00, description=Esta es la duty 11, link=null, visibility=Public",OK
