timestamp,test-class,test-method,time,description,result
2021-12-13 13:40:11.045,acme.testing.authenticated.becomeOfficer.AuthenticatedBecomeOfficerTest,becomeManager,8883,"becomeManager()",OK
2021-12-13 13:40:29.941,acme.testing.administrator.duty.AdministratorDutyTest,list,8373,"[1] recordIndex=0, title=Duty 4, initialMoment=2021/03/20 12:30, endMoment=2021/04/30 12:30, workload=25.30, executionPeriod=984.00, description=aaaaaaaaaaaa, link=null, visibility=Public",OK
2021-12-13 13:40:44.228,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3307,"[1] recordIndex=0, title=Holaaaaa, iniMoment=2021/11/30 12:30, endMoment=2021/12/25 12:00, workload=20.30, exePeriod=599.50, description=Descripcion aaaaaaaaa, link=null, visibility=Public",OK
2021-12-13 13:40:47.694,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3112,"[2] recordIndex=1, title=Duty 3, iniMoment=2021/11/30 12:30, endMoment=2021/12/30 12:30, workload=23.00, exePeriod=960.00, description=Esta es la tercera Duty, link=null, visibility=Public",OK
2021-12-13 13:40:51.064,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3078,"[3] recordIndex=2, title=Duty 5, iniMoment=2021/11/30 12:30, endMoment=2021/12/30 12:30, workload=25.30, exePeriod=960.00, description=aaaaaaaaaaaa, link=null, visibility=Public",OK
2021-12-13 13:40:54.456,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3055,"[4] recordIndex=3, title=Duty 6, iniMoment=2021/11/12 10:30, endMoment=2022/01/21 10:30, workload=25.30, exePeriod=504.00, description=Creando mi 6 deber :), link=null, visibility=Public",OK
2021-12-13 13:40:57.822,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3065,"[5] recordIndex=4, title=Duty 9, iniMoment=2021/11/10 15:30, endMoment=2022/01/07 15:30, workload=25.30, exePeriod=2,136.00, description=Popular base de datos, link=null, visibility=Public",OK
2021-12-13 13:41:01.254,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3139,"[6] recordIndex=5, title=Duty 8, iniMoment=2021/11/10 13:30, endMoment=2021/12/25 13:30, workload=25.30, exePeriod=1,080.00, description=Duty 8 realizada, link=null, visibility=Public",OK
2021-12-13 13:41:04.67,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3120,"[7] recordIndex=6, title=Duty 7, iniMoment=2021/07/20 17:30, endMoment=2022/01/15 17:30, workload=25.30, exePeriod=624.00, description=Realización de la duty 7, link=null, visibility=Public",OK
2021-12-13 13:41:08.104,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3120,"[8] recordIndex=7, title=Duty 11, iniMoment=2021/07/10 15:30, endMoment=2022/01/07 15:30, workload=25.30, exePeriod=2,136.00, description=Esta es la duty 11, link=null, visibility=Public",OK
2021-12-13 13:41:24.754,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,seeDashboard,4296,"seeDashboard()",OK
2021-12-13 13:41:44.165,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,9029,"[1] recordIndex=0, title=Duty 11, iniMoment=2022/07/10 15:30, endMoment=2022/10/07 15:30, exePeriod=2,136.00, workload=25.30, description=Esta es la duty 11 actualizada, visibility=PUBLIC, link=null",OK
2021-12-13 13:41:51.297,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6832,"[1] recordIndex=0, title=Duty 11, iniMoment=2022/07/10 15:30, endMoment=2022/05/07 15:30, exePeriod=2,136.00, workload=25.30, description=Esta es la duty 11 actualizada, visibility=PUBLIC, link=null",OK
2021-12-13 13:42:11.327,acme.testing.officer.duty.OfficerDutyDeleteTest,deletePositive,9293,"[1] recordIndex=2, title=Duty 4, iniMoment=2021/03/20 12:30, endMoment=2021/04/30 12:30, exePeriod=984.00, workload=25.30, description=aaaaaaaaaaaa, visibility=PUBLIC, link=null",OK
2021-12-13 13:42:15.664,acme.testing.officer.duty.OfficerDutyDeleteTest,deleteNegative,4009,"[1] recordIndex=0",OK
2021-12-13 13:42:53.133,acme.testing.officer.duty.OfficerDutyDeleteTest,deleteNegative2,37177,"[1] recordIndex=0",OK
2021-12-13 13:43:10.663,acme.testing.officer.duty.OfficerDutyListAllTest,listAll,7289,"[1] recordIndex=0, title=Duty 4, iniMoment=2021/03/20 12:30, endMoment=2021/04/30 12:30, exePeriod=984.00, workload=25.30, description=aaaaaaaaaaaa, visibility=PUBLIC, link=null",OK
2021-12-13 13:43:18.177,acme.testing.officer.duty.OfficerDutyListAllTest,listAll,7215,"[2] recordIndex=1, title=Duty 2, iniMoment=2021/02/05 12:30, endMoment=2021/03/31 12:30, exePeriod=1,296.00, workload=28.30, description=Esta es la segunda Duty, visibility=PUBLIC, link=null",OK
2021-12-13 13:43:37.773,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,9828,"[1] recordIndex=1, title=Duty testing, iniMoment=2022/01/30 10:30, endMoment=2022/04/30 12:30, exePeriod=2,161.00, workload=25.30, description=Probando testing de las duties, visibility=PUBLIC, link=null",OK
2021-12-13 13:43:44.045,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5919,"[1] recordIndex=0, title=null, iniMoment=null, endMoment=null, exePeriod=null, workload=null, description=null, link=null, visibility=PUBLIC",OK
2021-12-13 13:43:50.294,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5935,"[2] recordIndex=1, title=Duty1, iniMoment=2021/10/17 10:30, endMoment=2022/03/15 12:30, exePeriod=1,058.00, workload=25.30, description=testing de las duty, link=null, visibility=PUBLIC",OK
2021-12-13 13:43:56.6,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6027,"[3] recordIndex=2, title=Duty1, iniMoment=2022/02/17 10:30, endMoment=2022/01/30 12:30, exePeriod=1,058.00, workload=25.30, description=testing de las duty, link=null, visibility=PUBLIC",OK
2021-12-13 13:44:02.921,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6030,"[4] recordIndex=3, title=Duty1, iniMoment=2021/06/17 10:30, endMoment=2021/04/30 12:30, exePeriod=1,058.00, workload=25.30, description=testing de las duty, link=null, visibility=PUBLIC",OK
2021-12-13 13:44:09.167,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5983,"[5] recordIndex=4, title=Duty sexo, iniMoment=2022/01/17 10:30, endMoment=2021/03/30 12:30, exePeriod=1,058.00, workload=25.30, description=This is a description sexo, link=null, visibility=PUBLIC",OK
2021-12-13 13:44:15.477,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,5984,"[6] recordIndex=5, title=Duty1, iniMoment=2022/01/17 10:30, endMoment=2022/03/30 12:30, exePeriod=1,058.00, workload=-10, description=This is a description, link=null, visibility=PUBLIC",OK
2021-12-13 13:44:22.053,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,6313,"[7] recordIndex=6, title=Duty1, iniMoment=2022/01/17 10:30, endMoment=2022/03/30 12:30, exePeriod=1,058.00, workload=10, description=This is a description, link=URL incorrecta, visibility=PUBLIC",OK
